row_id,coder,paper_title,paper_id,dependent_variable_main_theme,coded_dependent_variable,depedendent_variable,dependent_variable_measurement,dependent_variable_measurement_technique,independent_variable_main_theme,independent_variable_sub_theme,independent_variable,independent_variable_measurement,independent_variable_measurement_technique,effect_direction,effect_direction_full_context,significant,alpha_value,effect_size,effect_size_metric,effect_size_full_context,confidence_interval,sample_size,independent_variable_measurement_others,sample_size_full _context
r527,Jim,Usability and Credibility of a COVID-19 Vaccine Chatbot for Young Adults and Health Workers in the United States: Formative Mixed Methods Study,A07,Theme 2: Trust and Credibility,credibility,credibility,MULTI,survey,REPRESENTATIONAL,Demographics,"demographic characteristics (e.g., age, gender, education level, race/ethnicity, income, and vaccination status)",SINGLE,SURVEY,POSITIVE,,YES,NA,NA,NA,,,58,"The independent variables in the study, such as participants' demographics, COVID-19 vaccine beliefs, previous chatbot experiences, and preferences for seeking information, were measured using a web-based Qualtrics-based questionnaire. This included 10 open-ended and scaled questions, as well as the Chatbot Usability Questionnaire (CUQ), a validated instrument with 16 questions rated on a scale of 1 (strongly disagree) to 5 (strongly agree). Additionally, qualitative feedback was collected through in-depth interviews (IDIs) conducted via Zoom.",
r528,Jim,Unleashing the Emergent Cognitive Synergy in Large Language Models: A Task-Solving Agent through Multi-Persona Self-Collaboration,A08,Theme 3: Learning and Performance Outcomes,Task-solving performance,Task-solving performance,MULTI,survey,BEHAVIORAL,Behavioral_Patterns,Prompting method,SINGLE,Observation,POSITIVE,"POSITIVE: As the independent variable (use of Solo Performance Prompting) increases, the dependent variable (task performance scores) increases.",NA,NA,NA,NA,,No,NA,"The independent variable measurement techniques mentioned in the study include the use of different prompting methods (Standard Prompting, Chain-of-Thought Prompting, Self-Refine, SPP, SPP-Fixed-Persona, and SPP-Profile) and varying the number of questions (N) in the Trivia Creative Writing task. The study also investigates the impact of system messages and the ordering of questions on task performance.",
r529,Jim,Unleashing the Emergent Cognitive Synergy in Large Language Models: A Task-Solving Agent through Multi-Persona Self-Collaboration,A08,Theme 3: Learning and Performance Outcomes,Reduction in factual hallucination,Reduction in factual hallucination,MULTI,survey,BEHAVIORAL,Behavioral_Patterns,Persona identification approach,SINGLE,Observation,POSITIVE,"POSITIVE: As the independent variable (use of Solo Performance Prompting) increases, the dependent variable (task performance scores) increases.",NA,NA,NA,NA,,No,NA,"The independent variable measurement techniques mentioned in the study include the use of different prompting methods (Standard Prompting, Chain-of-Thought Prompting, Self-Refine, SPP, SPP-Fixed-Persona, and SPP-Profile) and varying the number of questions (N) in the Trivia Creative Writing task. The study also investigates the impact of system messages and the ordering of questions on task performance.",
r530,Jim,Unleashing the Emergent Cognitive Synergy in Large Language Models: A Task-Solving Agent through Multi-Persona Self-Collaboration,A08,Theme 3: Learning and Performance Outcomes,Improvement in reasoning abilities,Improvement in reasoning abilities,MULTI,survey,BEHAVIORAL,Behavioral_Patterns,Model capability level,SINGLE,Observation,POSITIVE,"POSITIVE: As the independent variable (use of Solo Performance Prompting) increases, the dependent variable (task performance scores) increases.",NA,NA,NA,NA,,No,NA,"The independent variable measurement techniques mentioned in the study include the use of different prompting methods (Standard Prompting, Chain-of-Thought Prompting, Self-Refine, SPP, SPP-Fixed-Persona, and SPP-Profile) and varying the number of questions (N) in the Trivia Creative Writing task. The study also investigates the impact of system messages and the ordering of questions on task performance.",
r531,Jim,Time to Get Conversational: Assessment of the Potential of Conversational User Interfaces for Mobile Banking,A15,Theme 6: Technology Acceptance and Adoption Intentions,Acceptance,Acceptance,MULTI,survey,REPRESENTATIONAL,Visual_Appearance,"Conversational User Interface Type (CUIbaseline, CUIspeech, CUIhybrid)",SINGLE,Observation,NO EFFECT,"NO EFFECT: No significant relationship was found between the independent variable (Conversational User Interface Type) and the dependent variables (acceptance, trust, user experience, and perceived security).",NO,0.05,NA,NA,,No,10,"The independent variable in this study is the type of conversational user interface (CUIbaseline, CUIspeech, and CUIhybrid). The measurement technique used to assess the impact of these variables involved standardized questionnaires, including:
  
  Technology Acceptance Model (TAM): Used to measure acceptance with subscales such as perceived usefulness (PU), perceived ease of use (PEOU), attractiveness (ATT), trust (TRU), and intention (INT). 
  Trust Scale: From Jian, Bisantz, and Drury, used to measure trust (TS-TRU) and mistrust (MTRU). 
  User Experience Questionnaire - Short Version (UEQ-S): Used to assess user experience with subscales for hedonic quality (HQ) and pragmatic quality (PQ). 
  Perceived Security: Measured using three adapted items from Cheng, Lam, and Yeung, with an 11-point Likert scale. 
  
  These questionnaires were administered to participants after each task during the study.",
r532,Jim,Time to Get Conversational: Assessment of the Potential of Conversational User Interfaces for Mobile Banking,A15,Theme 2: Trust and Credibility,Trust,Trust,MULTI,survey,REPRESENTATIONAL,Visual_Appearance,"Conversational User Interface Type (CUIbaseline, CUIspeech, CUIhybrid)",SINGLE,Observation,NO EFFECT,"NO EFFECT: No significant relationship was found between the independent variable (Conversational User Interface Type) and the dependent variables (acceptance, trust, user experience, and perceived security).",NO,0.05,NA,NA,,No,10,"The independent variable in this study is the type of conversational user interface (CUIbaseline, CUIspeech, and CUIhybrid). The measurement technique used to assess the impact of these variables involved standardized questionnaires, including:
  
  Technology Acceptance Model (TAM): Used to measure acceptance with subscales such as perceived usefulness (PU), perceived ease of use (PEOU), attractiveness (ATT), trust (TRU), and intention (INT). 
  Trust Scale: From Jian, Bisantz, and Drury, used to measure trust (TS-TRU) and mistrust (MTRU). 
  User Experience Questionnaire - Short Version (UEQ-S): Used to assess user experience with subscales for hedonic quality (HQ) and pragmatic quality (PQ). 
  Perceived Security: Measured using three adapted items from Cheng, Lam, and Yeung, with an 11-point Likert scale. 
  
  These questionnaires were administered to participants after each task during the study.",
r533,Jim,Time to Get Conversational: Assessment of the Potential of Conversational User Interfaces for Mobile Banking,A15,Theme 1: User Experience and Satisfaction,User Experience,User Experience,MULTI,survey,REPRESENTATIONAL,Visual_Appearance,"Conversational User Interface Type (CUIbaseline, CUIspeech, CUIhybrid)",SINGLE,Observation,NO EFFECT,"NO EFFECT: No significant relationship was found between the independent variable (Conversational User Interface Type) and the dependent variables (acceptance, trust, user experience, and perceived security).",NO,0.05,NA,NA,,No,10,"The independent variable in this study is the type of conversational user interface (CUIbaseline, CUIspeech, and CUIhybrid). The measurement technique used to assess the impact of these variables involved standardized questionnaires, including:
  
  Technology Acceptance Model (TAM): Used to measure acceptance with subscales such as perceived usefulness (PU), perceived ease of use (PEOU), attractiveness (ATT), trust (TRU), and intention (INT). 
  Trust Scale: From Jian, Bisantz, and Drury, used to measure trust (TS-TRU) and mistrust (MTRU). 
  User Experience Questionnaire - Short Version (UEQ-S): Used to assess user experience with subscales for hedonic quality (HQ) and pragmatic quality (PQ). 
  Perceived Security: Measured using three adapted items from Cheng, Lam, and Yeung, with an 11-point Likert scale. 
  
  These questionnaires were administered to participants after each task during the study.",
r534,Jim,Time to Get Conversational: Assessment of the Potential of Conversational User Interfaces for Mobile Banking,A15,Theme 2: Trust and Credibility,Perceived Security,Perceived Security,MULTI,survey,REPRESENTATIONAL,Visual_Appearance,"Conversational User Interface Type (CUIbaseline, CUIspeech, CUIhybrid)",SINGLE,Observation,NO EFFECT,"NO EFFECT: No significant relationship was found between the independent variable (Conversational User Interface Type) and the dependent variables (acceptance, trust, user experience, and perceived security).",NO,0.05,NA,NA,,No,10,"The independent variable in this study is the type of conversational user interface (CUIbaseline, CUIspeech, and CUIhybrid). The measurement technique used to assess the impact of these variables involved standardized questionnaires, including:
  
  Technology Acceptance Model (TAM): Used to measure acceptance with subscales such as perceived usefulness (PU), perceived ease of use (PEOU), attractiveness (ATT), trust (TRU), and intention (INT). 
  Trust Scale: From Jian, Bisantz, and Drury, used to measure trust (TS-TRU) and mistrust (MTRU). 
  User Experience Questionnaire - Short Version (UEQ-S): Used to assess user experience with subscales for hedonic quality (HQ) and pragmatic quality (PQ). 
  Perceived Security: Measured using three adapted items from Cheng, Lam, and Yeung, with an 11-point Likert scale. 
  
  These questionnaires were administered to participants after each task during the study.",
r535,Jim,The effects of response time on older and young adults' interaction experience with Chatbot,A18,Theme 4: Social Perception and Anthropomorphism,Social Presence (SP),Social Presence (SP),MULTI,survey,REPRESENTATIONAL,Demographics,Age Group,SINGLE,Observation,NO EFFECT,NO EFFECT,YES,0.05,NA,NA,,No,160,"The independent variables in the study were age group (young adults vs. older adults) and response time (instant vs. delayed responses). These variables were measured as follows:
  
  
  Age Group: Participants were categorized into two groups based on their age:
  
  Young adults: 18â€“23 years old. 
  Older adults: 56â€“81 years old. 
  
  
  
  Response Time: Two conditions were implemented:
  
  Instant Responses: Chatbot replies were provided within 0.1 seconds, simulating real-time interaction. 
  Delayed Responses: Chatbot replies exhibited delays randomly ranging from 10 to 60 seconds, mimicking human conversational pacing. 
  
  
  
  Participants were randomly assigned to one of four experimental conditions based on these independent variables. The study used a 2 Ã— 2 between-subjects experimental design to measure the effects of these variables on user experience.","The study included a total of 160 participants:
  
  77 young adults (aged 18â€“23 years) 
  83 older adults (aged 56â€“81 years) 
  
  Participants engaged in 75â€“100 minutes of chatbot interactions over a 5-day period, with at least one meaningful conversation per day."
r536,Jim,The effects of response time on older and young adults' interaction experience with Chatbot,A18,Theme 6: Technology Acceptance and Adoption Intentions,Service Encounter Satisfaction (SAT),Service Encounter Satisfaction (SAT),MULTI,survey,REPRESENTATIONAL,Visual_Appearance,Response Time,SINGLE,Observation,NO EFFECT,NO EFFECT,YES,0.05,NA,NA,,No,160,"The independent variables in the study were age group (young adults vs. older adults) and response time (instant vs. delayed responses). These variables were measured as follows:
  
  
  Age Group: Participants were categorized into two groups based on their age:
  
  Young adults: 18â€“23 years old. 
  Older adults: 56â€“81 years old. 
  
  
  
  Response Time: Two conditions were implemented:
  
  Instant Responses: Chatbot replies were provided within 0.1 seconds, simulating real-time interaction. 
  Delayed Responses: Chatbot replies exhibited delays randomly ranging from 10 to 60 seconds, mimicking human conversational pacing. 
  
  
  
  Participants were randomly assigned to one of four experimental conditions based on these independent variables. The study used a 2 Ã— 2 between-subjects experimental design to measure the effects of these variables on user experience.",
r537,Jim,The effects of response time on older and young adults' interaction experience with Chatbot,A18,Theme 6: Technology Acceptance and Adoption Intentions,Intention of Use (IOU),Intention of Use (IOU),MULTI,survey,REPRESENTATIONAL,Visual_Appearance,Response Time,SINGLE,Observation,NO EFFECT,NO EFFECT,YES,0.05,NA,NA,,No,160,"The independent variables in the study were age group (young adults vs. older adults) and response time (instant vs. delayed responses). These variables were measured as follows:
  
  
  Age Group: Participants were categorized into two groups based on their age:
  
  Young adults: 18â€“23 years old. 
  Older adults: 56â€“81 years old. 
  
  
  
  Response Time: Two conditions were implemented:
  
  Instant Responses: Chatbot replies were provided within 0.1 seconds, simulating real-time interaction. 
  Delayed Responses: Chatbot replies exhibited delays randomly ranging from 10 to 60 seconds, mimicking human conversational pacing. 
  
  
  
  Participants were randomly assigned to one of four experimental conditions based on these independent variables. The study used a 2 Ã— 2 between-subjects experimental design to measure the effects of these variables on user experience.",
r538,Jim,SEPRG: Sentiment aware Emotion controlled Personalized Response Generation,A24,Theme 3: Learning and Performance Outcomes,Fluency,Fluency,MULTI,survey,REPRESENTATIONAL,Visual_Appearance,Persona Information,MULTI,Other - annotation,POSITIVE,POSITIVE,NA,NA,NA,NA,,,6,Not mentioned,
r539,Jim,SEPRG: Sentiment aware Emotion controlled Personalized Response Generation,A24,Theme 3: Learning and Performance Outcomes,Relevance,Relevance,MULTI,survey,BEHAVIORAL,Personality_Traits,Sentiment Information,MULTI,Other - annotation,POSITIVE,POSITIVE,NA,NA,NA,NA,,,6,Not mentioned,
r540,Jim,SEPRG: Sentiment aware Emotion controlled Personalized Response Generation,A24,Theme 3: Learning and Performance Outcomes,Emotion Appropriateness,Emotion Appropriateness,MULTI,survey,BEHAVIORAL,Personality_Traits,Emotion Information,MULTI,Other - annotation,POSITIVE,POSITIVE,NA,NA,NA,NA,,,6,Not mentioned,
r541,Jim,SEPRG: Sentiment aware Emotion controlled Personalized Response Generation,A24,Theme 3: Learning and Performance Outcomes,Persona Consistency,Persona Consistency,MULTI,survey,BEHAVIORAL,Personality_Traits,Emotion Information,MULTI,Other - annotation,POSITIVE,POSITIVE,NA,NA,NA,NA,,,6,Not mentioned,
r542,Jim,SEPRG: Sentiment aware Emotion controlled Personalized Response Generation,A24,Theme 3: Learning and Performance Outcomes,Sentiment Coherence,Sentiment Coherence,MULTI,survey,BEHAVIORAL,Personality_Traits,Emotion Information,MULTI,Other - annotation,POSITIVE,POSITIVE,NA,NA,NA,NA,,,6,Not mentioned,
r543,Jim,Role of Artificial Intelligence in Banking for Leveraging Customer Experience,A25,Theme 1: User Experience and Satisfaction,Customer Experience,Customer Experience,MULTI,survey,BEHAVIORAL,Personality_Traits,Artificial Intelligence Integration,MULTI,SURVEY,POSITIVE,"POSITIVE: As the independent variable (use of Chatbot for assistance regarding customer service) increases, the dependent variable (use of Chatbot for recommendation regarding offers and discounts) also increases.",YES,0.05,0.247,SPEARMAN's RHO,,No,139,"The study used the following techniques to measure independent variables:
  
  Interviews: Conducted with senior officials and IT team heads in major banks to gather qualitative data on middle and back-office processes. 
  Survey: Stratified random sampling was used to collect data from 139 tech-savvy customers of Indian banks regarding their interaction with Chatbots on online banking platforms. 
  Inductive Coding Method: Applied to categorize terms and phrases from interview responses, ensuring minimal bias. 
  Relative Importance Index (RII): Used to rank Chatbot use-cases based on survey responses on a Likert scale. 
  Spearman Correlation Test: Applied to measure the relationship between the two most popular Chatbot use-cases (Customer Service and Offers/Discounts).","The study included the following sample sizes:
  
  Back-office processes: 10 interviews with senior officials and IT team heads in major banks. 
  Front-office processes: Survey conducted with 139 respondents (tech-savvy customers of various Indian banks)."
r544,Jim,Role of Artificial Intelligence in Banking for Leveraging Customer Experience,A25,Theme 1: User Experience and Satisfaction,Customer Engagement,Customer Engagement,MULTI,survey,BEHAVIORAL,Personality_Traits,Chatbot Assistance,MULTI,SURVEY,POSITIVE,"POSITIVE: As the independent variable (use of Chatbot for assistance regarding customer service) increases, the dependent variable (use of Chatbot for recommendation regarding offers and discounts) also increases.",YES,0.05,0.247,SPEARMAN's RHO,,No,139,"The study used the following techniques to measure independent variables:
  
  Interviews: Conducted with senior officials and IT team heads in major banks to gather qualitative data on middle and back-office processes. 
  Survey: Stratified random sampling was used to collect data from 139 tech-savvy customers of Indian banks regarding their interaction with Chatbots on online banking platforms. 
  Inductive Coding Method: Applied to categorize terms and phrases from interview responses, ensuring minimal bias. 
  Relative Importance Index (RII): Used to rank Chatbot use-cases based on survey responses on a Likert scale. 
  Spearman Correlation Test: Applied to measure the relationship between the two most popular Chatbot use-cases (Customer Service and Offers/Discounts).",
r545,Jim,Role of Artificial Intelligence in Banking for Leveraging Customer Experience,A25,Theme 1: User Experience and Satisfaction,Customer Satisfaction,Customer Satisfaction,MULTI,survey,BEHAVIORAL,Personality_Traits,Chatbot Recommendation,MULTI,SURVEY,POSITIVE,"POSITIVE: As the independent variable (use of Chatbot for assistance regarding customer service) increases, the dependent variable (use of Chatbot for recommendation regarding offers and discounts) also increases.",YES,0.05,0.247,SPEARMAN's RHO,,No,139,"The study used the following techniques to measure independent variables:
  
  Interviews: Conducted with senior officials and IT team heads in major banks to gather qualitative data on middle and back-office processes. 
  Survey: Stratified random sampling was used to collect data from 139 tech-savvy customers of Indian banks regarding their interaction with Chatbots on online banking platforms. 
  Inductive Coding Method: Applied to categorize terms and phrases from interview responses, ensuring minimal bias. 
  Relative Importance Index (RII): Used to rank Chatbot use-cases based on survey responses on a Likert scale. 
  Spearman Correlation Test: Applied to measure the relationship between the two most popular Chatbot use-cases (Customer Service and Offers/Discounts).",
r546,Jim,Rapport-Driven Virtual Agent: Rapport Building Dialogue Strategy for Improving User Experience at First Meeting,A26,Theme 4: Social Perception and Anthropomorphism,Rapport Score,Rapport Score,MULTI,survey,BEHAVIORAL,Personality_Traits,Dialogue Strategy (Free-form vs. Predefined),SINGLE,Observation,POSITIVE,"POSITIVE: As the independent variable (rapport-building dialogue strategy) improves, the dependent variables (user experience variables such as naturalness, satisfaction, engagement, and rapport score) increase.",YES,0.05,NA,NA,"The effect sizes, represented by Spearman correlation coefficients (Ï), are as follows:
  
  Rapport Score (RS) and Naturalness (N1): Ï = 0.525 (moderate correlation) 
  Rapport Score (RS) and Satisfaction (S2): Ï = 0.662 (strong correlation) 
  Rapport Score (RS) and Engagement (E4): Ï = 0.706 (strong correlation) 
  Rapport Score (RS) and Engagement (E5): Ï = 0.661 (strong correlation) 
  Rapport Score (RS) and Usability (U7 - Logical Flow): Ï = 0.512 (moderate correlation) 
  
  No significant correlation was found between RS and Interest (I3), Total Turn, or Total Utterance Characters.",No,20,"The independent variable measurement technique used in this study includes human evaluation through structured questionnaires. Participants rated various user experience (UX) variables, such as naturalness, satisfaction, interest, engagement, and usability, using a 7-point Likert scale. Additionally, rapport-building dialogue strategies (free-form and predefined) were implemented in virtual agents, and their performance was assessed through human interaction and evaluation.","YES: The study conducted experiments with human participants who interacted with the chatbot system. A total of 20 participants, all graduate students and native Japanese speakers, were recruited for the experiment."
r547,Jim,Rapport-Driven Virtual Agent: Rapport Building Dialogue Strategy for Improving User Experience at First Meeting,A26,Theme 1: User Experience and Satisfaction,"User Experience Variables (Naturalness, Satisfaction, Interest, Engagement, Usability)","User Experience Variables (Naturalness, Satisfaction, Interest, Engagement, Usability)",MULTI,survey,BEHAVIORAL,Personality_Traits,Use of Rapport-Building Utterances,SINGLE,Observation,POSITIVE,"POSITIVE: As the independent variable (rapport-building dialogue strategy) improves, the dependent variables (user experience variables such as naturalness, satisfaction, engagement, and rapport score) increase.",YES,0.05,NA,NA,,No,20,"The independent variable measurement technique used in this study includes human evaluation through structured questionnaires. Participants rated various user experience (UX) variables, such as naturalness, satisfaction, interest, engagement, and usability, using a 7-point Likert scale. Additionally, rapport-building dialogue strategies (free-form and predefined) were implemented in virtual agents, and their performance was assessed through human interaction and evaluation.",
r548,Jim,Rapport-Driven Virtual Agent: Rapport Building Dialogue Strategy for Improving User Experience at First Meeting,A26,Theme 1: User Experience and Satisfaction,"User Experience Variables (Naturalness, Satisfaction, Interest, Engagement, Usability)","User Experience Variables (Naturalness, Satisfaction, Interest, Engagement, Usability)",MULTI,survey,REPRESENTATIONAL,Demographics,"Type of Virtual Agent (Limit Free Rapport Agent, Free Rapport Agent, Predefined Rapport Agent, Q&A Agent)",SINGLE,Observation,POSITIVE,"POSITIVE: As the independent variable (rapport-building dialogue strategy) improves, the dependent variables (user experience variables such as naturalness, satisfaction, engagement, and rapport score) increase.",YES,0.05,NA,NA,,No,20,"The independent variable measurement technique used in this study includes human evaluation through structured questionnaires. Participants rated various user experience (UX) variables, such as naturalness, satisfaction, interest, engagement, and usability, using a 7-point Likert scale. Additionally, rapport-building dialogue strategies (free-form and predefined) were implemented in virtual agents, and their performance was assessed through human interaction and evaluation.",
r549,Jim,Participatory Design with Domain Experts: A Delphi Study for a Career Support Chatbot,A36,Theme 5: Behavioral and Interaction Patterns,Curiosity and exploration,Curiosity and exploration,MULTI,survey,REPRESENTATIONAL,Visual_Appearance,Design dimensions of the chatbot,MULTI,SURVEY,POSITIVE,"POSITIVE: As the independent variable (expert consensus and input) increases, the dependent variable (quality and alignment of chatbot design and evaluation criteria) improves.",NA,,NA,NA,,,23,"The independent variable measurement technique used in the study includes questionnaires with Likert scale responses and qualitative free-text responses. The study employed a Delphi method, which involved three rounds of structured questionnaires to gather expert opinions, refine consensus, and validate requirement statements. 
  Other techniques used include:
  
  Design fictions: Presented in the first round to elicit qualitative insights and familiarize participants with the possibilities of conversational agents. 
  Pseudo-dialogue: Used in the second round, where participants responded to direct quotes from their peers to refine their opinions. 
  Requirement statements: Synthesized from previous rounds and validated in the final round using binary agree/disagree responses. 
  
  Qualitative data was analyzed using thematic coding (deductive and inductive) with the assistance of NVIVO software.","Sample Size: The study had 23 participants who completed the first questionnaire, with 20 participants completing the third and final round."
r550,Jim,Participatory Design with Domain Experts: A Delphi Study for a Career Support Chatbot,A36,Theme 5: Behavioral and Interaction Patterns,Accessibility to career support services,Accessibility to career support services,MULTI,survey,REPRESENTATIONAL,Visual_Appearance,Task focus of the chatbot,MULTI,SURVEY,POSITIVE,"POSITIVE: As the independent variable (expert consensus and input) increases, the dependent variable (quality and alignment of chatbot design and evaluation criteria) improves.",NA,NA,NA,NA,,,23,"The independent variable measurement technique used in the study includes questionnaires with Likert scale responses and qualitative free-text responses. The study employed a Delphi method, which involved three rounds of structured questionnaires to gather expert opinions, refine consensus, and validate requirement statements. 
  Other techniques used include:
  
  Design fictions: Presented in the first round to elicit qualitative insights and familiarize participants with the possibilities of conversational agents. 
  Pseudo-dialogue: Used in the second round, where participants responded to direct quotes from their peers to refine their opinions. 
  Requirement statements: Synthesized from previous rounds and validated in the final round using binary agree/disagree responses. 
  
  Qualitative data was analyzed using thematic coding (deductive and inductive) with the assistance of NVIVO software.",
r551,Jim,Participatory Design with Domain Experts: A Delphi Study for a Career Support Chatbot,A36,Theme 1: User Experience and Satisfaction,User satisfaction with chatbot interaction,User satisfaction with chatbot interaction,MULTI,survey,REPRESENTATIONAL,Visual_Appearance,Information sources used by the chatbot,MULTI,SURVEY,POSITIVE,"POSITIVE: As the independent variable (expert consensus and input) increases, the dependent variable (quality and alignment of chatbot design and evaluation criteria) improves.",NA,NA,NA,NA,,,23,"The independent variable measurement technique used in the study includes questionnaires with Likert scale responses and qualitative free-text responses. The study employed a Delphi method, which involved three rounds of structured questionnaires to gather expert opinions, refine consensus, and validate requirement statements. 
  Other techniques used include:
  
  Design fictions: Presented in the first round to elicit qualitative insights and familiarize participants with the possibilities of conversational agents. 
  Pseudo-dialogue: Used in the second round, where participants responded to direct quotes from their peers to refine their opinions. 
  Requirement statements: Synthesized from previous rounds and validated in the final round using binary agree/disagree responses. 
  
  Qualitative data was analyzed using thematic coding (deductive and inductive) with the assistance of NVIVO software.",
r552,Jim,Participatory Design with Domain Experts: A Delphi Study for a Career Support Chatbot,A36,Theme 1: User Experience and Satisfaction,Effectiveness in navigating career information,Effectiveness in navigating career information,MULTI,survey,REPRESENTATIONAL,Visual_Appearance,Integration with existing career support services,MULTI,SURVEY,POSITIVE,"POSITIVE: As the independent variable (expert consensus and input) increases, the dependent variable (quality and alignment of chatbot design and evaluation criteria) improves.",NA,NA,NA,NA,,,23,"The independent variable measurement technique used in the study includes questionnaires with Likert scale responses and qualitative free-text responses. The study employed a Delphi method, which involved three rounds of structured questionnaires to gather expert opinions, refine consensus, and validate requirement statements. 
  Other techniques used include:
  
  Design fictions: Presented in the first round to elicit qualitative insights and familiarize participants with the possibilities of conversational agents. 
  Pseudo-dialogue: Used in the second round, where participants responded to direct quotes from their peers to refine their opinions. 
  Requirement statements: Synthesized from previous rounds and validated in the final round using binary agree/disagree responses. 
  
  Qualitative data was analyzed using thematic coding (deductive and inductive) with the assistance of NVIVO software.",
r553,Jim,Participatory Design with Domain Experts: A Delphi Study for a Career Support Chatbot,A36,Theme 5: Behavioral and Interaction Patterns,Reduction in user confusion or overwhelm,Reduction in user confusion or overwhelm,MULTI,survey,REPRESENTATIONAL,Visual_Appearance,Ethical considerations in chatbot design,MULTI,SURVEY,POSITIVE,"POSITIVE: As the independent variable (expert consensus and input) increases, the dependent variable (quality and alignment of chatbot design and evaluation criteria) improves.",NA,NA,NA,NA,,,23,"The independent variable measurement technique used in the study includes questionnaires with Likert scale responses and qualitative free-text responses. The study employed a Delphi method, which involved three rounds of structured questionnaires to gather expert opinions, refine consensus, and validate requirement statements. 
  Other techniques used include:
  
  Design fictions: Presented in the first round to elicit qualitative insights and familiarize participants with the possibilities of conversational agents. 
  Pseudo-dialogue: Used in the second round, where participants responded to direct quotes from their peers to refine their opinions. 
  Requirement statements: Synthesized from previous rounds and validated in the final round using binary agree/disagree responses. 
  
  Qualitative data was analyzed using thematic coding (deductive and inductive) with the assistance of NVIVO software.",
r554,Jim,Participatory Design with Domain Experts: A Delphi Study for a Career Support Chatbot,A36,Theme 6: Technology Acceptance and Adoption Intentions,Alignment with ethical standards,Alignment with ethical standards,MULTI,survey,REPRESENTATIONAL,Visual_Appearance,Personal data and privacy settings,MULTI,SURVEY,POSITIVE,"POSITIVE: As the independent variable (expert consensus and input) increases, the dependent variable (quality and alignment of chatbot design and evaluation criteria) improves.",NA,NA,NA,NA,,,23,"The independent variable measurement technique used in the study includes questionnaires with Likert scale responses and qualitative free-text responses. The study employed a Delphi method, which involved three rounds of structured questionnaires to gather expert opinions, refine consensus, and validate requirement statements. 
  Other techniques used include:
  
  Design fictions: Presented in the first round to elicit qualitative insights and familiarize participants with the possibilities of conversational agents. 
  Pseudo-dialogue: Used in the second round, where participants responded to direct quotes from their peers to refine their opinions. 
  Requirement statements: Synthesized from previous rounds and validated in the final round using binary agree/disagree responses. 
  
  Qualitative data was analyzed using thematic coding (deductive and inductive) with the assistance of NVIVO software.",
r555,Jim,Participatory Design with Domain Experts: A Delphi Study for a Career Support Chatbot,A36,Theme 5: Behavioral and Interaction Patterns,User engagement with career support services,User engagement with career support services,MULTI,survey,REPRESENTATIONAL,Visual_Appearance,Persona and interaction design of the chatbot,MULTI,SURVEY,POSITIVE,"POSITIVE: As the independent variable (expert consensus and input) increases, the dependent variable (quality and alignment of chatbot design and evaluation criteria) improves.",NA,NA,NA,NA,,,23,"The independent variable measurement technique used in the study includes questionnaires with Likert scale responses and qualitative free-text responses. The study employed a Delphi method, which involved three rounds of structured questionnaires to gather expert opinions, refine consensus, and validate requirement statements. 
  Other techniques used include:
  
  Design fictions: Presented in the first round to elicit qualitative insights and familiarize participants with the possibilities of conversational agents. 
  Pseudo-dialogue: Used in the second round, where participants responded to direct quotes from their peers to refine their opinions. 
  Requirement statements: Synthesized from previous rounds and validated in the final round using binary agree/disagree responses. 
  
  Qualitative data was analyzed using thematic coding (deductive and inductive) with the assistance of NVIVO software.",
r556,Jim,MemoryBank: Enhancing Large Language Models with Long-Term Memory,A40,Theme 3: Learning and Performance Outcomes,Memory recall ability,Memory recall ability,MULTI,survey,REPRESENTATIONAL,Visual_Appearance,Integration of MemoryBank,SINGLE,Observation,POSITIVE,POSITIVE,NA,NA,NA,NA,,NOT REPORTED,NA,,
r557,Jim,MemoryBank: Enhancing Large Language Models with Long-Term Memory,A40,Theme 3: Learning and Performance Outcomes,Understanding of user personality,Understanding of user personality,MULTI,survey,REPRESENTATIONAL,Visual_Appearance,Type of LLM model used,SINGLE,Observation,POSITIVE,POSITIVE,NA,NA,NA,NA,,NOT REPORTED,NA,,
r558,Jim,MemoryBank: Enhancing Large Language Models with Long-Term Memory,A40,Theme 3: Learning and Performance Outcomes,Quality of empathetic emotional support,Quality of empathetic emotional support,MULTI,survey,REPRESENTATIONAL,Visual_Appearance,Psychological dialogue tuning,SINGLE,Observation,POSITIVE,POSITIVE,NA,NA,NA,NA,,NOT REPORTED,NA,,
r559,Jim,GPTVoiceTasker: Advancing Multi-step Mobile Task Efficiency Through Dynamic Interface Exploration and Learning,A49,Theme 3: Learning and Performance Outcomes,Task completion time,Task completion time,SINGLE,survey,REPRESENTATIONAL,Visual_Appearance,"Type of virtual assistant system (GptVoiceTasker, Voice Access, Voicify)",SINGLE,observation,POSITIVE,"Type of virtual assistant system: POSITIVE
  Task type: NO EFFECT
  User command format: POSITIVE
  Presence of saved task automation: POSITIVE",YES,0.01,NA,NA,,NOT REPORTED,NA,NOT REPORTED,
